url;name;full_name;date_of_birth;age;place_of_birth;country_of_birth;positions;current_club;national_team;appearances_current_club;goals_current_club;scraping_timestamp;dead
https://en.wikipedia.org/wiki/Youcef_Bela%C3%AFli;Youcef Belaïli;Mohamed Youcef Belaïli;1992-03-14;31;Oran;Algeria;Left winger;MC Alger;Algeria;11;10;2024-02-12 11:03:32;False
https://en.wikipedia.org/wiki/Ahmed_Nabil_Koka;Ahmed Nabil Koka;Ahmed Nabil Ashour Abdelaal;2001-07-04;22;;;Midfielder;Al Ahly;Egypt U23;16;0;2024-02-12 11:03:32;False
https://en.wikipedia.org/wiki/Fabi%C3%A1n_Estoyanoff;Fabián Estoyanoff;Fabián Larry Estoyanoff Poggio;1982-09-27;41;Montevideo;Uruguay;Winger;Fénix;Uruguay;55;6;2024-02-12 11:03:32;False
https://en.wikipedia.org/wiki/Nora_Heroum;Nora Heroum;;1994-07-20;29;Helsinki;Finland;Defender / Midfielder;Parma;Finland;25;1;2024-02-12 11:03:32;False
https://en.wikipedia.org/wiki/Kyogo_Furuhashi;Kyogo Furuhashi;;1995-01-20;29;Ikoma, Nara;Japan;Forward;Celtic;Japan;81;47;2024-02-12 11:03:33;False
https://en.wikipedia.org/wiki/Marcelo_(footballer%2C_born_1988);Marcelo;Marcelo Vieira da Silva Júnior;1988-05-12;35;Rio de Janeiro;Brazil;Left-back;Fluminense;Brazil;19;1;2024-02-12 11:03:33;False
https://en.wikipedia.org/wiki/Felix_Afena-Gyan;Felix Afena-Gyan;Felix Afena Ohene-Gyan;2003-01-19;21;Sunyani;Ghana;Forward;Cremonese;Ghana;31;3;2024-02-12 11:03:33;False
https://en.wikipedia.org/wiki/Eric_Bailly;Eric Bailly;Eric Bertrand Bailly;1994-04-12;29;Bingerville;Ivory Coast;Centre-back;Villarreal;Ivory Coast;4;0;2024-02-12 11:03:34;False
https://en.wikipedia.org/wiki/F%C3%A1bio_Carvalho_(footballer%2C_born_2002);Fábio Carvalho;Fábio Leandro Freitas Gouveia Carvalho;2002-08-30;21;Torres Vedras;Portugal;Winger, attacking midfielder;Hull City;Portugal U21;4;1;2024-02-12 11:03:34;False
https://en.wikipedia.org/wiki/Norbert_K%C3%B6nyves;Norbert Könyves;;1989-06-10;34;Senta, SR Serbia;SFR Yugoslavia;Right winger, Forward;Paks;Hungary;13;6;2024-02-12 11:03:34;False
https://en.wikipedia.org/wiki/Mamadou_Sylla_(footballer%2C_born_1994);Mamadou Sylla;Mamadou Sylla Diallo;1994-03-20;29;Kédougou;Senegal;Forward;Valladolid;;10;4;2024-02-12 11:03:34;False
https://en.wikipedia.org/wiki/Vladyslav_Dubinchak;Vladyslav Dubinchak;Vladyslav Yuriyovych Dubinchak;1998-07-01;25;Tomashpil;Ukraine;Left-back;Dynamo Kyiv;Ukraine U21;23;0;2024-02-12 11:03:35;False
https://en.wikipedia.org/wiki/Luis_Su%C3%A1rez;Luis Suárez;Luis Alberto Suárez Díaz;1987-01-24;37;Salto;Uruguay;Striker;Inter Miami;Uruguay;0;0;2024-02-12 11:03:36;False
https://en.wikipedia.org/wiki/Samuel_Mbapp%C3%A9_L%C3%A9pp%C3%A9;Samuel Mbappé Léppé;Samuel Mbappé Léppé;1936-02-28;87;Douala;Cameroon;Midfielder;;Cameroon;;;2024-02-12 11:03:36;True
https://en.wikipedia.org/wiki/Hwang_Ui-jo;Hwang Ui-jo;Hwang Ui-jo;1992-08-28;31;Seongnam;South Korea;Forward;Alanyaspor;South Korea;0;0;2024-02-12 11:03:36;False
https://en.wikipedia.org/wiki/Ahmed_Sayed_Gharib;Ahmed Sayed Gharib;;2002-02-23;21;Cairo;Egypt;Forward;ZED;;0;0;2024-02-12 11:03:36;False
https://en.wikipedia.org/wiki/Wahid_Faghir;Wahid Faghir;Wahidullah Faghir;2003-07-29;20;Vejle;Denmark;Forward;SV Elversberg;Denmark U21;7;3;2024-02-12 11:03:37;False
https://en.wikipedia.org/wiki/Sadio_Man%C3%A9;Sadio Mané;Sadio Mané;1992-04-10;31;Bambali;Senegal;Winger, forward;Al Nassr;Senegal;18;8;2024-02-12 11:03:37;False
https://en.wikipedia.org/wiki/Sun_Jie_(footballer);Sun Jie;;1991-02-09;33;Dalian, Liaoning;China;Defender;Changchun Yatai;China U20;204;8;2024-02-12 11:03:37;False
https://en.wikipedia.org/wiki/Marcos_J%C3%BAnior;Marcos Júnior;Marcos Júnior Lima dos Santos;1993-01-19;31;Gama, Federal District;Brazil;Attacking midfielder, winger;Sanfrecce Hiroshima;Brazil U20;7;1;2024-02-12 11:03:38;False
https://en.wikipedia.org/wiki/S%C3%A9kou_Mara;Sékou Mara;;2002-07-30;21;Paris;France;Forward;Southampton;France U21;40;4;2024-02-12 11:03:38;False
https://en.wikipedia.org/wiki/Pierre-Emerick_Aubameyang;Pierre-Emerick Aubameyang;Pierre-Emerick Emiliano François Aubameyang;1989-06-18;34;Laval;France;Striker;Marseille;Gabon;21;6;2024-02-12 11:03:38;False
https://en.wikipedia.org/wiki/Amer_Gojak;Amer Gojak;Amer Gojak;1997-02-13;26;Sarajevo;Bosnia and Herzegovina;Attacking midfielder;Ferencváros;Bosnia and Herzegovina;25;2;2024-02-12 11:03:39;False
https://en.wikipedia.org/wiki/Mohamed_Salah;Mohamed Salah;Mohamed Salah Hamed Mahrous Ghaly;1992-06-15;31;Nagrig, Basyoun;Egypt;Right winger, forward;Liverpool;Egypt;238;151;2024-02-12 11:03:40;False
